name,title,facility_name,place_supplement,category_names,event_date1,event_close_date1,event_date2,event_close_date2,event_date3,event_close_date3,event_date4,event_close_date4,event_date5,event_close_date5,event_date_supplement,body,event_uri,target,fee,nursery,capacity,advance_entry,advance_supplement,circle_name,sponsor_supplement,inquiry_email,inquiry_tel,inquiry_uri,memo,image_file_name,image_file_upload_path,image2_file_name,image2_file_upload_path,image3_file_name,image3_file_upload_path,append_file_name,append_file_upload_path,append2_file_name,append2_file_upload_path,append3_file_name,append3_file_upload_path,state
2021052000082 ,【7月4日まで】可睡ゆりの園　開園,,可睡ゆりの園（袋井市久能2990-1）,自然,2021/5/29,,2021/7/4,,,,,,,,9：00～17：00,"【開園時期：5月29日（土）～7月4日(日）】
※開花状況によって変更になる場合がございます。

3万坪に及ぶ園内、季節を待ちわびた「ゆり」たちが織り成す光景をお楽しみください。",,,"大人1,100円、小・中学生400円、幼児無料
駐車料金500円",,,不明,,,可睡ゆりの園,,0538-43-4736,http://yurien.jp/,https://hamamatsu-daisuki.net/topics/2021/05/2021-6.html,,,,,,,,,,,,,public
2021052000204 ,わらアート作り,はままつフラワーパーク,,作る,2021/7/10,2021/7/14,2021/7/17,2021/7/20,,,,,,,10：00～16：00（途中昼食休憩あり）,"はままつフラワーパークでは、「NEXT50事業」として、園内で「皆でわらアートを作ろう！」のプロジェクトを実施します。あなたもわらアート作りに参加しませんか？
※当面の間、静岡県内にお住まいの方限定で募集します。

2021年７月10日(土)〜14日(水)『わら組作業』(わらを麻ひもで骨組みに縛っていく作業）

2021年7月17日(土)～20日 (火) 『肉 組 作 業』(わら組みした材料を本体に設置する作業)

※なお、『わら組作業』は力仕事になりますので、小学４年以下のお子様が親子で参加する場合は、後半の『肉組作業』にご参加くださるようお願いします。

■交通費としてお一人2000円（小学生は1000円）支給いたします。",https://e-flowerpark.com/news/news/1786/,"期間内で最低2日間参加できる方
（お子様連れでの参加も可能ですが、作業中怪我などないようにご配慮をお願いいたします。小学生の場合は保護者の方と一緒にご参加ください。）",【入園料】無料,,,要,,,はままつフラワーパークわらアート事務局,waraarthamamatsu@gmail.com,053-487-0511,https://e-flowerpark.com/,,,,,,,,,,,,,,public
2021052100072 ,アクト通り「ふれあいデイ」,,アクト通り中央ロータリー南側（中区中央1丁目）,複合,2021/7/18,,2021/8/15,,2021/9/19,,2021/10/17,,,,午前9時～正午　※雨天中止,地域住民の交流を促進し、アクト通りや中心市街地のにぎわいを創出することを目的として、毎月1回、地域農産物や特産品を販売、PRするコミュニティイベント「アクト通りふれあいデイ」を開催しています。,http://www.hamamatsu-machi.jp/news/5382/,,,,,不明,,,アクト通り利活用事業実行委員会,,080-7531-8660,,6/20開催中止につき日程削除（6/19國井）,,,,,,,,,,,,,public
2021052100089 ,アクト通り「ふれあいデイ」,,アクト通り中央ロータリー南側（中区中央1丁目）,複合,2021/11/21,,2021/12/19,,2022/1/16,,2022/2/20,,2022/3/20,,午前9時～正午　※雨天中止,地域住民の交流を促進し、アクト通りや中心市街地のにぎわいを創出することを目的として、毎月1回、地域農産物や特産品を販売、PRするコミュニティイベント「アクト通りふれあいデイ」を開催しています。,http://www.hamamatsu-machi.jp/news/5382/,,,,,不明,,,アクト通り利活用事業実行委員会,,080-7531-8660,,,,,,,,,,,,,,,public
2021052100157 ,第1回人権講演会「差別と闘う～ハンセン病に学ぶコロナ差別」,オンライン,Zoom配信　　会場参加：総合社会福祉会館シズウエル　６階601会議室,講演・シンポジウム,2021/7/7,,,,,,,,,,14:00～15:40まで（13:30～開場）,"新型コロナウイルス感染症が拡大する中、感染に対する不安から、感染者だけではなく治療に当たっている医療従事者やその家族に対し、SNS等での個人の特定や拡散、誹謗中傷等の差別行為や不当な対応が発生しています。
そこで今回は、不安な気持ちに負けず、思いやりを持った行動が取れるよう、今なお偏見や差別が残っているハンセン病問題からコロナに揺れる社会の課題について学ぶための講演会をWEBを併用して開催します。

13:30～　開場・受付
14:00～　開会挨拶（静岡県人権啓発センター長）
14:05～   講演会　※質疑応答含む
15:35～　閉会挨拶",http://www.pref.shizuoka.jp/a_content/1_09/jinken/event/kouza/20210707kouenkai.html,,無料,,140名（会場参加:40名 ・web参加:100名）先着順,要,,,静岡県人権啓発センター（静岡県地域福祉課人権同和対策室）,jinken@pref.shizuoka.lg.jp,054-221-3330,http://www.pref.shizuoka.jp/a_content/1_09/jinken/index.html,"http://www2.pref.shizuoka.jp/all/kisha.nsf/c3db48f94231df2e4925714700049a4e/3b0ad3cb96fe76d2492586d40028a6be?OpenDocument
イベントURL現時点なし（5/21國井）
イベントURL追加（5/26木下）",,,,,,,,,,,,,public
2021052000105 ,【7月25日まで】香勝寺（ききょう寺）庭園開園,,香勝寺（周智郡森町草ヶ谷968）,自然,2021/6/5,,2021/7/25,,,,,,,,,"【開園期間：6月5日（土）～7月25日（日）】

ゆっくりと散策をしながら「ききょう」を間近に鑑賞いただけます。",,,大人500円、小学生100円,,,不明,,,香勝寺,,0538-85-3630,https://www.kikyoudera.jp/,"https://hamamatsu-daisuki.net/topics/2021/05/2021-6.html
イベント名：【6月27日まで】→【7月25日まで】（5/26木下）",,,,,,,,,,,,,public
2021052000068 ,竜ヶ岩洞ほおずき市,,竜ヶ岩洞（北区引佐町田畑193）,"まつり
複合",2021/7/3,2021/7/4,,,,,,,,,,"引佐地域は全国有数のほおずきの産地で、栽培が盛んに行われている。
毎年7月中旬には竜ヶ岩洞敷地内で「いなさほおずき市」が開催され、展示即売がされる。",,,,,,不明,,,奥浜名湖観光協会,,053-522-4720,https://www.oku-hamanako.net/,"内容参考　https://www.city.hamamatsu.shizuoka.jp/n-machi/ward/kitaku/okuhamanavi/floral_calendar.html
名称は「竜ヶ岩洞ほおずき市」「いなさほおずき市」どちらかに統一しなくてもよいでしょうか。正式日程が確認できませんでしたので、いったんお返しします。（5/26木下）
→https://hamamatsu-daisuki.net/topics/2021/05/2021-6.html　失礼しました、こちらで確認できました。",,,,,,,,,,,,,public
2021051900376 ,ふじのくに子ども芸術大学　動物・植物・鉱物たちと歌って踊ろう!,,水窪文化会館視聴覚室(天竜区水窪町奥領家3274−1),"自然
文化芸術",2021/8/1,,,,,,,,,,14：00～17：00　9月5日、10月3日の日曜日（全3回）,"浜松市天竜区水窪町の豊かな自然たちと一緒に表現で遊ぼう

地球に根ざした表現を行うアーティスト(=アーシスト)とともに、静岡県浜松市天竜区水窪町の草木や水、鳥たちと一緒に歌って、踊ろう！3回の連続講座では、美しい自然を活かし、自然の音や動物の動き、葉っぱの形など、自然を活かして歌やダンス、アートなどのレッスンを行います。 アーシストたちによるパフォーマンスと講座に加え、舞台で実践する時間も。自然と一緒に表現で遊びましょう！",https://www.fkac.jp/kouza2021/detail.html?id=nw1620287540,小学5年生～中学3年生,各回500円,,10名(抽選),要,,,ビソワビレッジ株式会社,,080-3031-9019（大西）,https://www.fkac.jp/,"ジャンル：自然　追加
イベント名：特別講座　削除（5/26木下）",,,,,,,,,,,,,public
2021051900369 ,ふじのくに子ども芸術大学　英語を使って、自然の中でアート体験しよう！,,旧原泉第２製茶工場(掛川市萩間702),"作る
文化芸術",2021/8/28,,,,,,,,,,9：00～12：30　8月29日※2日連続の講座です。,"ENGLISH ART IN NATURE！自然×アート×英語で、あなただけの思考を育てよう！

英語を学んだり使ったりしながら、自然を通して「アート思考」を体験しよう！会場となる、掛川市原泉地区は自然がいっぱいで、生きものや植物などの要素が盛りだくさん。英語を使いながら、自然や生きものに出会い、一つ一つ観察し、自分だけの思考や気づきを得ながら、アート作品を作ってみよう！作った作品の一部は、現代アートイベント「原泉アートデイズ！2021」で発表されます。",https://www.fkac.jp/kouza2021/detail.html?id=nw1620287207,小学1年生～小学3年生,"2,500円",,10名(抽選),要,,,原泉アートプロジェクト,,080-3936-1109,https://www.fkac.jp/,"ジャンル：作る　追加
イベント名：特別講座　削除（5/26木下）",,,,,,,,,,,,,public
2021051900352 ,ふじのくに子ども芸術大学　2021-9-26のうた,,樂土舎(袋井市豊沢227),文化芸術,2021/9/26,,,,,,,,,,10：30～16：00,"この日出会った仲間と、遊んで、感じて、この日だけの詩を作ろう。

「キッズアートの最大の学びは、ゴールでなくプロセスにある」をモットーに活動するアトリエTRUCKが今回お届けするのは「詩作り」。国内の様々な舞台で活躍される俳優であり歌手の山﨑薫さんとともに、声で遊び、言葉を集め、詩を作り、朗読発表します。会場は自然とアートの交じり合う樂土舎という異日常空間。いつもと違う出会い、環境、時間の中で心を研ぎ澄ませてこの日だけの詩を作り出そう！",https://www.fkac.jp/kouza2021/detail.html?id=nw1620282416,小学1年生～小学6年生,"1,000円",,15名(抽選),要,,,アトリエTRUCK,,080-5467-3805（高橋）,https://www.fkac.jp/,イベント名：特別講座　削除（5/26木下）,,,,,,,,,,,,,public
2021051900345 ,ふじのくに子ども芸術大学　打楽器で世界旅行に出かけよう！,,樂土舎(袋井市豊沢227-2-2),文化芸術,2021/8/29,,,,,,,,,,10：00～15：30,"～リズムを言葉に～新たな音世界にようこそ！

日常生活からうまれたアフリカ、南米の珍しい打楽器の紹介。NHK Eテレ番組シャキーン！「がっちゃんのドキドキ世界」でおなじみの宮田岳（がっちゃん）さんサポートによる楽器作り。音の体験ではボディーパーカッションや手作り楽器、リズムを言葉に置き換えて、生活の中のリズムの面白さを体験します。子どもたちにも人気の樂土の森で、開放した心と体で感じる音の世界旅行！さあ！一緒に出かけよう！",https://www.fkac.jp/kouza2021/detail.html?id=nw1620281394,小学3年生～中学3年生,"1,000円",,20名(抽選),要,,,樂土の森アートプロジェクト,,090-7959-1617,https://www.fkac.jp/,イベント名：特別講座　削除（5/26木下）,,,,,,,,,,,,,public
2021051900338 ,ふじのくに子ども芸術大学　みんなで作ろう！世界で一つの「じぶん劇」,,川根本町文化会館(川根本町東藤川909-1)、庵原山 一乗寺(静岡市清水区庵原町1937),文化芸術,2021/7/24,2021/7/25,,,,,,,,,11：00～15：00　※12～13時はお昼休憩。,"誰でもかんたん演劇あそび♪自由研究にもぴったり

はじめてでも簡単に楽しめる演劇あそびと、「心が動いた思い出」のことを朗読する発表会( ギター演奏付)をやります。発表会動画と写真はそのまま自由研究にもできるし、おうちの人たちと何度でも観られる大切な自分だけの作品になります。「演劇なんてできるかな？」と思う人も初めての人も大歓迎♪プロの大人が優しく手伝います。途中から見学してもいいし、好きな所だけ参加してもOK。のんびり楽しくやりましょう！",https://www.fkac.jp/kouza2021/detail.html?id=nw1620286598,小学1年生～中学3年生,無料,,20名(抽選)（各回10名）,要,,,劇団 音乃屋　じぶん劇係,,070-6926-8913,https://www.fkac.jp/,"イベント名：特別講座　削除（5/26木下）
※開催場所と日時は、6/1(火)～の申し込みが始まってから再確認した方がよいかもしれません。",,,,,,,,,,,,,public
2021051900321 ,ふじのくに子ども芸術大学　サムライの甲冑を着て演じよう！戦国時代劇「高天神城物語」,,菊川文化会館アエル（菊川市本所2488-2）,"学ぶ
文化芸術",2021/8/22,,2021/8/29,,2021/9/5,,2021/9/12,,2021/9/19,,13：15〜16：45,"自分だけの鎧と兜を創って、舞台の上でサムライ気分になってみよう！

「高天神城を制するものは遠江を制す」と言われた掛川市にある高天神城。その戦いの歴史を学びながら戦国時代劇を創ります。自ら製作した甲冑を身につけ、菊川文化会館アエル大ホールでサムライになりきって演じてみましょう！

※練習は、上記の5日間の内3日以上参加してください。
【本番】9/23(木・祝)9：00〜18：00
",https://www.fkac.jp/kouza2021/detail.html?id=nw1620277752,小学4年生～中学3年生,"1,500円（甲冑代）",,16名(抽選),要,,,劇団静岡県史,,0537-29-8387,https://www.fkac.jp/,"ジャンル：学ぶ　追加
イベント名：特別講座　削除（5/26木下）",,,,,,,,,,,,,public
2021051900314 ,ふじのくに子ども芸術大学　生演奏と共演！絵本de音読ワークショップ,,男女共同参画センターあざれあ（静岡市駿河区馬渕1丁目17-1）,"学ぶ
文化芸術",2021/8/17,,,,,,,,,,（1）10：00～12：00　（2）14：00～16：00,"ピアノの連弾演奏にあわせて朗読劇を創作しよう！

お芝居が初めてでも大丈夫！遊びやピアノの生演奏で<からだ>と<ことば>を解放し、最後は絵本「14ひきのおつきみ」の朗読発表会を行います。ここで出会った“仲間”と「こんな表現もありなんだ！」と、そして協働作業でのモノ作りの楽しさを発見できる講座です。新しい「わたし」を表現するきっかけに！！",https://www.fkac.jp/kouza2021/detail.html?id=nw1620282788,小学1年生～小学6年生,無料,,20名(抽選)（各回10名）,要,,,"flowers of music
",,080-8258-1245,https://www.fkac.jp/,"ジャンル：学ぶ　追加
イベント名：特別講座　削除（5/26木下）",,,,,,,,,,,,,public
2021051900307 ,ふじのくに子ども芸術大学　特別講座　明後日朝顔プロジェクト,,グランシップ（静岡市駿河区東静岡2丁目3-1）,"学ぶ
作る",2021/8/21,,,,,,,,,,9：00～12：00　◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。,"＜講師＞日比野 克彦

朝顔の絵のTシャツを作って出かけよう

日比野克彦が全国で展開する「明後日朝顔プロジェクト」から、「想像すること」の魅力と喜びの根本を楽しく学びませんか？時を次に伝えていく明後日朝顔が、この夏、静岡で花を咲かせます。朝顔の花をスケッチしながら、朝顔はどこからやってきたのか、この種はどこにいくのか想像してみよう。そして、明後日朝顔を絵柄にしたTシャツを作ってみよう！",https://www.fkac.jp/kouza2021/detail.html?id=nw1620276169,小学1年生～中学3年生,無料,,30名(抽選),要,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,"ジャンル：作る　追加
時間：◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。他の講座と同じ文言で記載（5/26木下）",,,,,,,,,,,,,public
2021051900291 ,ふじのくに子ども芸術大学　特別講座　ダンスで音楽を楽しもう！,,グランシップ（静岡市駿河区東静岡2丁目3-1）,スポーツ,2021/8/21,,,,,,,,,,13：30～15：30　◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。,"＜講師＞一世を風靡したバブリーダンスの振付師　akane

日々活用していただけるストレッチや、ダンスをしたことがない方でも楽しめる内容を用意しています！音楽を楽しみながら一緒に踊りましょう！",https://www.fkac.jp/kouza2021/detail.html?id=nw1620276018,"小学5年生～中学3年生
",無料,,30名(抽選),要,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,"時間：13：30～17：30→13：30～15：30
時間：◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。追記（5/26木下）",,,,,,,,,,,,,public
2021051900284 ,ふじのくに子ども芸術大学　特別講座　才能に恋をしよう 編集者の仕事、全て伝えます,,グランシップ（静岡市駿河区東静岡2丁目3-1）,"学ぶ
文化芸術",2021/8/21,,,,,,,,,,13：30～17：00　◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。,"＜講師＞きらめく作家の伴走者　篠原 一朗

どんな本にも、著者と編集者がいます。誰にどんな作品を書いてほしいか。それを実現させるためにはどんなアプローチが必要か。一緒に企画を立てて、読みたい本の作り方を考えましょう。編集者の仕事を知れば、恋愛も友達関係もうまくいく、かも…？",https://www.fkac.jp/kouza2021/detail.html?id=nw1620275878,"小学5年生～中学3年生
",無料,,30名(抽選),要,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,時間：◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。追記（5/26木下）,,,,,,,,,,,,,public
2021051900277 ,ふじのくに子ども芸術大学　特別講座　伝えるチカラを身につけよう,,グランシップ（静岡市駿河区東静岡2丁目3-1）,"学ぶ
文化芸術",2021/8/21,,,,,,,,,,13：30～17：00　◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。,"＜講師＞元・日本テレビアナウンサー　山下 美穂子

「伝えることのスペシャリスト」が、表現力を磨く面白さと人とのコミュニケーションを取る楽しさを伝授します！当日は、プロのアナウンサーが行う発声練習や実際にアナウンサーがテレビで読んでいる原稿を使ったニュースキャスター体験、ドキドキワクワクのグルメリポートなど、上手に喋るテクニックを教えます！",https://www.fkac.jp/kouza2021/detail.html?id=nw1620275743,"小学5年生～中学3年生
",無料,,30名(抽選),要,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,時間：◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。追記（5/26木下）,,,,,,,,,,,,,public
2021051900260 ,ふじのくに子ども芸術大学　特別講座　ピアニストの「表現力」を体感！,,グランシップ（静岡市駿河区東静岡2丁目3-1）,"学ぶ
文化芸術",2021/8/21,,,,,,,,,,13：30～17：00　◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。,"＜講師＞ギネス認定記録を持つ若き巨匠　横山 幸雄

技術や楽曲分析だけでなく、現役ピアニストだからこそ伝えられるペダリングやホールの響きを意識した演奏技術など、「表現者」としてのアドバイスをします。「音楽」を演奏する君達にタメになることを教えよう！",https://www.fkac.jp/kouza2021/detail.html?id=nw1620275591,"小学1年生～中学3年生
※小学校低学年の方には保護者が同伴してください。",無料,,"80名(抽選)
※公開レッスン5名",要,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,時間：◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。追記（5/26木下）,,,,,,,,,,,,,public
2021051900253 ,ふじのくに子ども芸術大学　特別講座　衣装を作ってみる,,グランシップ（静岡市駿河区東静岡2丁目3-1）,"学ぶ
作る",2021/8/21,,,,,,,,,,13：30～17：30　◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。,"＜講師＞にほんごであそぼの衣装をデザインしています！　ひびのこづえ

いつも皆さんが着ている服と衣装は何が違うでしょう。テレビや舞台や映画では、日常と違う世界を作るために衣装を作ります。自分がある舞台の衣装を担当するデザイナーになって作ってみましょう。",https://www.fkac.jp/kouza2021/detail.html?id=nw1620275404,小学4年生～中学3年生,無料,,30名(抽選),要,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,時間：◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。追記（5/26木下）,,,,,,,,,,,,,public
2021051900246 ,ふじのくに子ども芸術大学　特別講座　わたせせいぞうとポスターを作ろう,,グランシップ（静岡市駿河区東静岡2丁目3-1）,"作る
文化芸術",2021/8/21,,,,,,,,,,13：30～17：00　◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。,"＜講師＞色彩の旅人 イラストレーター・コミック作家　わたせせいぞう

若い君たちの頭脳は柔らかく、広がる海のような豊かな想像力を秘めている。一方、大人の頭脳は情報でいっぱいになってカチンカチンに硬化している。お話作り、色彩、表現等、自由自在な君たちの頭脳の可能性を一枚の絵に表現してみよう!!",https://www.fkac.jp/kouza2021/detail.html?id=nw1620275212,小学5年生～中学3年生,無料,,30名(抽選),要,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,時間：◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。追記（5/26木下）,,,,,,,,,,,,,public
2021051900222 ,ふじのくに子ども芸術大学　特別講座　無いものはつくる ～プロダクトデザイン体験～,,クリエート浜松（中区早馬町2番地の1）,"学ぶ
文化芸術",2021/8/14,,,,,,,,,,13：30～17：30　◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。,"＜講師＞金子 武明

想いをカタチに

無いモノがない中で生活をする日本のキッズたち！いつもあることが普通になって見過ごしているモノを見直してみよう。生活に必要なモノ、便利になるモノ、人が喜んでくれるモノ、その想いをカタチに。（Problem solving/ 問題解決）身近な灯りをテーマにプロダクトデザインを体験してみよう！",https://www.fkac.jp/kouza2021/detail.html?id=nw1620274996,小学5年生～中学3年生,無料,,30名(抽選),要,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,"ジャンル：文化芸術　追加
イベントURL：https://www.fkac.jp/kouza2021/detail.html?id=nw1620274662→1620274996
時間：◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。追記（5/26木下）",,,,,,,,,,,,,public
2021052600596 ,ふじのくに子ども芸術大学　特別講座　写真の力で「自分」を表現！,,クリエート浜松（中区早馬町2番地の1）,"学ぶ
文化芸術",2021/8/14,,,,,,,,,,13：30～17：30　◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。,"＜講師＞写真家　安珠

携帯電話のカメラで写真上手になろう！

写真は一瞬で撮っても自分の命より長く残ります。それってすごいことですよね！自由な発想で、写真で楽しく自分を表現しましょう！",https://www.fkac.jp/kouza2021/detail.html?id=nw1620274662,小学5年生～中学3年生,無料,,20名(抽選),要,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,,,,,,,,,,,,,,public
2021051900215 ,ふじのくに子ども芸術大学　特別講座　みんなで日本画を描いてみよう,,クリエート浜松（中区早馬町2番地の1）,"学ぶ
作る",2021/8/14,,,,,,,,,,13：30～17：30　◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。,"＜講師＞水晶きらめく日本画家　高野 陽介

「日本画ってなに？」から絵具の秘密をわかりやすくお話しします。水晶やルビーなど、みんなが聞いたことがある天然石の粉を練る絵具づくり。自分で作った絵具で描いたり、金箔、銀箔を貼ったり。なかなか触れることがない日本画の技法を絵具づくりから体験してみよう。",https://www.fkac.jp/kouza2021/detail.html?id=nw1620274497,小学5年生～中学3年生,無料,,20名(抽選),要,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,時間：◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。追記（5/26木下）,,,,,,,,,,,,,public
2021051900208 ,ふじのくに子ども芸術大学　特別講座　三ツ橋敬子の指揮者教室Ⅵ 〜オーケストラと音楽をつくろう〜,,クリエート浜松（中区早馬町2番地の1）,"学ぶ
文化芸術",2021/8/14,,,,,,,,,,13：30～17：00　◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。,"＜講師＞世界で活躍する若きマエストロ　三ツ橋 敬子

「指揮者ってなにをする人？」「オーケストラってなに？」「オーケストラのリハーサルってどうやるの？」本講座は、県内のアマチュアオーケストラ浜松交響楽団の協力の下、実際に音を出しながら指揮者とオーケストラのたくさんの秘密を一緒に解き明かしていく体験型の講座です。学校の合唱や吹奏楽の指揮にも役立つコツを教えます。",https://www.fkac.jp/kouza2021/detail.html?id=nw1620274032,小学3年生～中学3年生,無料,,100名(抽選)　※指揮者体験5名,要,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,"ジャンル：文化芸術　追加
時間：◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。追記（5/26木下）",,,,,,,,,,,,,public
2021051900192 ,ふじのくに子ども芸術大学　特別講座　ロールケーキを作ろう！,,クリエート浜松（中区早馬町2番地の1）,"作る
食べる",2021/8/14,,,,,,,,,,"13：30～16：00
◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。","＜講師＞Toshi Yoroizuka オーナーシェフ　鎧塚 俊彦

お菓子作りは楽しむことが一番。少しくらいは失敗するかもしれませんが、自分達で作ったお菓子はきっと美味しいはず。料理が体の栄養ならお菓子は心の栄養。お菓子は皆さんを笑顔にする素敵な魔法の力を持っています。さあ一緒に楽しくお菓子をつくりましょう！",https://www.fkac.jp/kouza2021/detail.html?id=nw1620273830,小学5年生～中学3年生,無料,,30名(抽選),要,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,時間：◎特別講座の受講生は、12：30〜13：15の三枝学長の基調講演に全員参加してください。追記（5/26木下）,,,,,,,,,,,,,public
2021052600589 ,ふじのくに子ども芸術大学　基調講演　近未来に夢を抱いて生きるには,,グランシップ(静岡市駿河区東静岡2丁目3-1),講演・シンポジウム,2021/8/21,,,,,,,,,,12：30〜13：15,"＜講師＞作曲家・ふじのくに子ども芸術大学学長　三枝 成彰

いろいろな分野で大活躍している一流の方々と一緒にものをつくったり、考えたりすることは、皆さんの心を豊かにし、一生の思い出となるでしょう。ぜひ、興味がある講座に申し込んでください。会場でお待ちしております！

※席に余裕がある場合は保護者も聴講できます。",https://www.fkac.jp/kouza2021/detail.html?id=nw1620263225,特別講座の受講生は、三枝学長の基調講演に全員参加してください。,無料,,,不明,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,対象：受講生は全員参加→特別講座の受講生は、三枝学長の基調講演に全員参加してください。　※【特別講座の】受講生と明記（5/26木下）,,,,,,,,,,,,,public
2021051900185 ,ふじのくに子ども芸術大学　基調講演　近未来に夢を抱いて生きるには,,クリエート浜松（中区早馬町2番地の1）,講演・シンポジウム,2021/8/14,,,,,,,,,,12：30〜13：15,"＜講師＞作曲家・ふじのくに子ども芸術大学学長　三枝 成彰

いろいろな分野で大活躍している一流の方々と一緒にものをつくったり、考えたりすることは、皆さんの心を豊かにし、一生の思い出となるでしょう。ぜひ、興味がある講座に申し込んでください。会場でお待ちしております！

※席に余裕がある場合は保護者も聴講できます。",https://www.fkac.jp/kouza2021/detail.html?id=nw1620263225,特別講座の受講生は、三枝学長の基調講演に全員参加してください。,無料,,,不明,,,ふじのくに子ども芸術大学実行委員会,arts@pref.shizuoka.lg.jp,054-221-3340,https://www.fkac.jp/,"イベント名：特別講座→基調講演
対象：受講生は全員参加→特別講座の受講生は、三枝学長の基調講演に全員参加してください。　※【特別講座の】受講生と明記（5/26木下）",,,,,,,,,,,,,public
2021052100263 ,*ママゼミ*　キソから知ろう！ママのためのマネーレッスン♪,オンライン,リモート開催のため、ご自宅での参加です,学ぶ,2021/7/28,,,,,,,,,,10:00〜11:00,"キソから知ろう！ママのためのマネーレッスン♪

家計、税金、貯蓄、マイホーム…今のうちに押さえておきたい「タイミング」と「ポイント」を知って、賢く資産をつくる方法をいっしょに考えませんか？",https://mamazemi.com/zemi/detail/328,,参加無料,なし 親子で参加いただけます,30名,要,,,浜松いわた信用金庫,personal@hamamatsu-iwata-shinkin.jp,053-450-3310,https://mamazemi.com/,,,,,,,,,,,,,,public
2021052100256 ,*ママゼミ*　オンライン離乳食講座～中・後期～,オンライン,リモート開催のため、ご自宅での参加です,学ぶ,2021/7/7,,,,,,,,,,10:30〜11:00,"杏林堂管理栄養士による離乳食講座

杏林堂管理栄養士によるオンライン（ズーム）の離乳食講座です。
離乳食の回数・量が増えてくるこの時期お悩みありませんか?
お子様と一緒にぜひご参加ください！（お子様がぐずったりしたら途中退出していただいてもOKです）
ご興味のある方はお子様の月齢に関係なくご参加ください。

＜内容＞
☆離乳食（中・後期）の基礎
☆離乳食の量
☆レトルト（市販品）の上手な取り入れ方
☆皆様のお悩み相談

参加者様へお土産あります！
※お土産はママゼミ開催１週間前～前日までにお近くの杏林堂店舗にて受け取りをお願いします
（詳細は応募頂いた後、メールにてお伝えします）",https://mamazemi.com/zemi/detail/332,,参加無料,なし 親子で参加いただけます,20名,要,,,（株）杏林堂薬局,kenkoujimu01@kyorindo.co.jp,0120-392-461,https://mamazemi.com/,,,,,,,,,,,,,,public
