ID,NAME,施設名,状態,公開画面URL,管理画面URL,更新日時,作成日時,大_区・地域,小_区・地域,大_分類,小_分類,イベントカレンダー,所在地_住所,所在地_緯度経度,電話,画像URL,サムネイル画像URL,ひと言,詳細ページのリンク先,URL,開催日,開催時間,園庭開放,駐車場
1038,2.01402E+12,ヘリオスプレスクール,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911823/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1038,2015/3/31 14:08,2014/2/19 21:05,中区,江西,ひろば,親子ひろば,加えない,法枝町124,"34.685954,137.728207",053-442-9198,,,,,http://jidoufukusien.or.jp/,不定期,10：00～11：30,,10台
1039,2.01402E+12,花川保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911830/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1039,2021/3/17 13:54,2014/2/19 21:05,中区,萩丘,ひろば,親子ひろば,加えない,西丘町1000,"34.777015,137.699115",053-436-1205,,,,,,月１回不定期,10：00～11：00,月～金 9：30～11：30、土 終日,8台
1040,2.01402E+12,遊歩の丘にしおかこども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911847/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1040,2021/3/17 13:53,2014/2/19 21:05,中区,萩丘,ひろば,親子ひろば,加えない,西丘町296,"34.767327,137.69163",053-420-1818,,,,,http://ufo.or.jp/,水,9：30～11：00,月～金 9：30～16：00,20台
1041,2.01402E+12,積志保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911854/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1041,2015/3/31 14:08,2014/2/19 21:05,東区,積志,ひろば,親子ひろば,加えない,有玉北町1264,"34.764088,137.761001",053-434-0138,,,,,,毎月1回　水（園都合により変更の場合あり）,9：30～11：00,月～土 9：30～11：00,15台
1042,2.01402E+12,聖隷こども園ひかりの子,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911861/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1042,2015/3/31 14:08,2014/2/19 21:05,東区,長上,ひろば,親子ひろば,加えない,天王町1896,"34.741004,137.767386",053-421-6822,,,,,http://www.seirei.or.jp/nurseryschool/hikarinoko/,水,10：00～12：00,月～土 10：00～12：00,25台
1043,2.01402E+12,市野与進こども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911878/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1043,2016/4/2 15:46,2014/2/19 21:05,東区,長上,ひろば,親子ひろば,加えない,市野町2636,"34.747754,137.767174",053-423-3535,,,,,http://www.shokeikai.or.jp/ichino/,水、土,水10：00～12：00、土 10：00～15：00,水10：00～12：00、土 10：00～15：00,22台
1045,2.01402E+12,笠井保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911892/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1045,2015/3/31 14:08,2014/2/19 21:05,東区,笠井,ひろば,親子ひろば,加えない,笠井町1284,"34.763539,137.783152",053-434-1636,,,,,,第3水（月によって変わることがあります）,9：30～11：00,月～土 9：30～11：00,10台
1046,2.01402E+12,中ノ町保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911908/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1046,2015/3/31 14:08,2014/2/19 21:05,東区,中ノ町,ひろば,親子ひろば,加えない,中野町2598-2,"34.731813,137.800799",053-421-0327,,,,,,月１回不定期,9：30～11：00,月～土 9：30～12：30,20台
1047,2.01402E+12,浜っ子こども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911915/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1047,2019/3/30 11:27,2014/2/19 21:05,東区,中ノ町,ひろば,親子ひろば,加えない,松小池町340,"34.734176,137.791692",053-421-6800,,,,,http://www.asobigakuen.jp/publics/index/17/,火（行事により変更あり）,9：45～11：00,月～土 10：00～16：00,15台
1048,2.01402E+12,ルミーナプレスクール,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911922/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1048,2015/3/31 14:08,2014/2/19 21:05,東区,和田,ひろば,親子ひろば,加えない,和田町315,"34.715413,137.77322",053-463-1278,,,,,http://jidoufukusien.or.jp/,不定期,9：30～11：30,,5台
1049,2.01402E+12,浜松東こども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911939/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1049,2020/4/4 11:08,2014/2/19 21:05,東区,和田,ひろば,親子ひろば,加えない,篠ケ瀬町580-3,"34.727926,137.777895",053-421-5590,,,,,http://www.higashihoikuen.jp,水または木,10：00～11：00,木・土 9：30～16：00,40台
1050,2.01402E+12,蒲こども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911946/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1050,2018/4/2 16:32,2014/2/19 21:05,東区,蒲,ひろば,親子ひろば,加えない,大蒲町95-2,"34.715085,137.766542",053-463-1540,,,,,http://www.kabakodomoen.ednet.jp/,木,9：30～11：00,月～金 9：00～11：00,10台
1052,2.01402E+12,志都呂保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911960/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1052,2015/3/31 14:08,2014/2/19 21:05,西区,入野,ひろば,親子ひろば,加えない,志都呂一丁目3-7,"34.699638,137.664373",053-448-1910,,,,,,木,10：00～12：00,,30台
1448,2.01803E+12,たんぽぽ保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2018032000088/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1448,2021/2/6 16:41,2018/3/20 16:33,北区,三方原,ひろば,親子ひろば,加えない, 初生町33-1,"34.766406,137.726478",053-488-8700,,,,,http://www.tanpopohoiku.com/,火・木,9：00～12：00,火・木,20台
1054,2.01402E+12,雄踏ちゅうりっぷこども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911984/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1054,2020/4/4 11:06,2014/2/19 21:05,西区,雄踏,ひろば,親子ひろば,加えない,雄踏町宇布見7430-8,"34.704722,137.631432",053-596-9900,,,,,http://hanazonokai.jimdo.com/,水,10：00～11：30,11：00～11：30,10台
1055,2.01402E+12,舘山寺保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021911991/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1055,2015/3/31 14:08,2014/2/19 21:05,西区,庄内,ひろば,親子ひろば,加えない,舘山寺町2418-1,"34.760836,137.614424",053-487-1611,,,,,http://www.syoueikai.jp/hoikuen/index.php,水（月2回）,9：30～11：30, 月～金 13：00～17：00,10台
1057,2.01402E+12,瞳ヶ丘こども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912011/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1057,2017/4/1 16:36,2014/2/19 21:05,西区,伊佐見,ひろば,親子ひろば,加えない,大人見町12-654,"34.733866,137.647713",053-485-5003,,,,,http://www.hitomigaoka.jp/,水,10：00～12：00,,45台
1058,2.01402E+12,神田原保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912028/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1058,2015/3/31 14:08,2014/2/19 21:05,西区,神久呂,ひろば,親子ひろば,加えない,西山町2150-2,"34.739686,137.683295",053-485-8550,,,,,,月１回不定期,10：00～11：00,月～土 9：30～15：00,4台
1059,2.01402E+12,生命の樹保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912035/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1059,2015/3/31 14:08,2014/2/19 21:05,西区,神久呂,ひろば,親子ひろば,加えない,神ケ谷町8291-4,"34.730051　,137.683426",053-485-0524,,,,,,0歳児・1～2歳児のクラス 各月1回水（場所：神久呂協働センター）,10：00～11：30,"火 9：45～10：30（月2回）
ひろば終了後 11：30～12：30",
1060,2.01402E+12,雄踏保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912042/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1060,2015/3/31 14:08,2014/2/19 21:05,西区,雄踏,ひろば,親子ひろば,加えない,雄踏町宇布見5461,"34.702486,137.636785",053-592-0502,,,,,,毎月第3木,9：30～11：00,月～土 9：30～15：00 ,5台
1061,2.01402E+12,舞阪第1保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912059/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1061,2019/4/1 10:37,2014/2/19 21:05,西区,舞阪,ひろば,親子ひろば,加えない,舞阪町弁天島3885,"34.692899,137.604",053-592-0004,,,,,,毎月第3木（都合により変更あり）,10：00～10：45,月～土 10：00～15：00,1～2台駐車可能
1062,2.01402E+12,舞阪第2保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912066/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1062,2019/4/1 10:37,2014/2/19 21:05,西区,舞阪,ひろば,親子ひろば,加えない,舞阪町舞阪2659-3,"34.683223,137.613668",053-592-3552,,,,,,第2水（園都合により変更の場合あり）,10：00～11：00,月～土 10：00～15：00,無し
1063,2.01402E+12,順愛こども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912073/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1063,2017/4/1 16:36,2014/2/19 21:05,西区,舞阪,ひろば,親子ひろば,加えない,舞阪町舞阪5372,"34.68442,137.609199",053-592-7733,,,,,http://junai.jp/,火・木,10：00～11：00,月～金10：00～16：00,25台
1064,2.01402E+12,太陽第二こども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912080/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1064,2015/3/31 14:08,2014/2/19 21:05,南区,白脇,ひろば,親子ひろば,加えない,白羽町1231,"34.675365,137.735429",053-441-0006,,,,,http://www.shafuku-wakabakai.or.jp/publics/index/58/,水,10：00～11：30,11：00～11：30,22台
1065,2.01402E+12,はぁもにぃこども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912097/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1065,2017/4/1 16:38,2014/2/19 21:05,南区,飯田,ひろば,親子ひろば,加えない,三和町782,"34.701054,137.772778",053-464-8770,,,,,http://harmony-kodomoen.jp/,水,9：30～11：00,,15台
1066,2.01402E+12,ハローこども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912103/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1066,2017/4/1 16:37,2014/2/19 21:05,南区,芳川,ひろば,親子ひろば,加えない,下江町522,"34.680654,137.773225",053-425-5586,,,,,http://www4.tokai.or.jp/aikoukai-haro/,水,9：30～11：15, 月～土 9：00～12：00,35台
1067,2.01402E+12,ずだじこども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912110/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1067,2015/3/31 14:08,2014/2/19 21:05,南区,芳川,ひろば,親子ひろば,加えない,恩地町291,"34.686769,137.761943",053-427-2332,,,,,https://zudaji.jp/,毎週火（2歳児対象）、水曜・木曜（未就園児と妊婦対象）,9：30～11：30,火・水・木　9:30～11:30,20台
1068,2.01402E+12,エオスプレスクール,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912127/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1068,2015/3/31 14:08,2014/2/19 21:05,南区,五島,ひろば,親子ひろば,加えない,遠州浜四丁目1-2,"34.655552,137.776075",053-425-7435,,,,,http://jidoufukusien.or.jp/,木曜日,10：00～11：30,9：30～16：00,8台
1069,2.01402E+12,可美保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912134/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1069,2015/3/31 14:08,2014/2/19 21:05,南区,可美,ひろば,親子ひろば,加えない,若林町70-1,"34.686301,137.701473",053-447-0713,,,,,,月1回不定期,10:00～11:30,月～土 10:00～11:30,12台
1070,2.01402E+12,たかつか光こども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912141/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1070,2017/4/1 16:37,2014/2/19 21:05,南区,可美,ひろば,親子ひろば,加えない,高塚町2312-16,"34.686373,137.68378",053-449-8000,,,,,http://www.irinokodomoen.or.jp/,火・金,10:00～11:45,,16台
1071,2.01402E+12,みどりのもり都田,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912158/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1071,2018/4/2 16:33,2014/2/19 21:05,北区,都田,ひろば,親子ひろば,加えない,都田町6497-1,"34.82447,137.7152",053-428-3208,,,,,https://midorinomori-mykd.or.jp/,月～金,9：30～11：00,月～金 9：30～11：00,10台
1072,2.01402E+12,聖隷こども園桜ヶ丘,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912165/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1072,2015/3/31 14:08,2014/2/19 21:05,北区,都田,ひろば,親子ひろば,加えない,都田町8749-3,"34.811192,137.737085",053-428-2494,,,,,http://www.seirei.or.jp/nurseryschool/sakuragaoka/,不定期,9:30～11:30,"月～金 9：30～11：30
（保育室利用は、月～金 10：00～11：00)",10～15台可
1073,2.01402E+12,三方原保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912172/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1073,2015/3/31 14:08,2014/2/19 21:05,北区,三方原,ひろば,親子ひろば,加えない,東三方町21-1,"34.77553,137.726295",053-436-1208,,,,,,不定期　月1回,10：00～11：00,月～土 9：30～16：30,13台
1074,2.01402E+12,クリストファーこども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912189/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1074,2015/3/31 14:08,2014/2/19 21:05,北区,三方原,ひろば,親子ひろば,加えない,三方原町2762,"34.787032,137.694495",053-430-1700,,,,,http://www.seirei.ac.jp/kodomoen/,不定期 ※ホームページのカレンダーをご覧ください,10：00～12：00,"不定期
※ホームページをご覧ください",15台
1075,2.01402E+12,初生保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912196/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1075,2015/3/31 14:08,2014/2/19 21:05,北区,三方原,ひろば,親子ひろば,加えない,東三方町185-2,"34.777349,137.7339",053-436-7102,,,,,,火・水,10：00～12：00,,23台
1076,2.01402E+12,ひまわり保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912202/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1076,2015/3/31 14:08,2014/2/19 21:05,北区,三方原,ひろば,親子ひろば,加えない,豊岡町317-2,"34.790989,137.733999",053-420-2700,,,,,http://himawarihoikuen.kiraweb.com/,水,10：00～12：00,,12台
1078,2.01402E+12,細江保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912226/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1078,2015/3/31 14:08,2014/2/19 21:05,北区,細江,ひろば,親子ひろば,加えない,細江町気賀431,"34.807482,137.652137",053-522-0596,,,,,http://www.hosoehoikuen.ed.jp/,火,9：00～11：00 ,"水・金　9：00～11：00
土午後、日・祝の終日もご利用ください。",10台
1079,2.01402E+12,引佐保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912233/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1079,2015/3/31 14:08,2014/2/19 21:05,北区,引佐,ひろば,親子ひろば,加えない,引佐町井伊谷717,"34.832412,137.67079",053-542-0268,,,,,,第3水,10:00～11:00,月～土10：30～13：30,10台
1080,2.01402E+12,三ヶ日保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912240/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1080,2015/3/31 14:08,2014/2/19 21:05,北区,三ヶ日,ひろば,親子ひろば,加えない,三ヶ日町三ヶ日811-5,"34.806012,137.550716",053-525-0955,,,,,,不定期　月1回,10：00～11：00,月～土 9：30～14：30,12台
1081,2.01402E+12,都筑保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912257/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1081,2015/3/31 14:08,2014/2/19 21:05,北区,三ヶ日,ひろば,親子ひろば,加えない,三ヶ日町都筑1789-6,"34.79563,137.574704",053-526-7751,,,,,,月～土,9：30～16：00,月～土 9：30～16：00,10台
1082,2.01402E+12,子育てセンターこまつ,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912264/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1082,2017/4/1 16:38,2014/2/19 21:05,浜北区,浜名,ひろば,親子ひろば,加えない,小松3221,"34.782695,137.770788",053-584-0170,,,,,http://www.tenryu-kohseikai.or.jp/children/index.html,月～土,9：00～16：00,土は園庭開放のみ,20台
1083,2.01402E+12,認定こども園きじの里,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912271/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1083,2015/3/31 14:08,2014/2/19 21:05,浜北区,浜名,ひろば,親子ひろば,加えない,染地台五丁目4-3,"34.791798,137.75057",053-585-3375,,,,,http://www.kijinosato-23.jp/kodomoen.html,水,9：30～11：30,,12台
1084,2.01402E+12,子育てセンターきぶね,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912288/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1084,2020/10/22 9:44,2014/2/19 21:05,浜北区,北浜,ひろば,親子ひろば,加えない,貴布祢2668,"34.800452,137.7828",053-584-0172,,,,,http://www.tenryu-kohseikai.or.jp/children/index.html,月～金,9：30～15：00,9：30～15：00,20台
1087,2.01402E+12,子育てセンターすぎのこ,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014021912318/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1087,2017/4/1 16:40,2014/2/19 21:05,天竜区,天竜,ひろば,親子ひろば,加えない,大谷111-1,"34.872377,137.816742",053-922-0170,,,,,http://www.tenryu-kohseikai.or.jp/children/index.html,月～金,10：00～15：00,,16台
1232,2.01404E+12,まるづかこども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014041800084/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1232,2017/4/1 16:35,2014/4/18 13:59,東区,蒲,ひろば,親子ひろば,加えない,丸塚町287-1,"34.727761,137.760323",053-465-2525,,,,,http://zuiun.or.jp/maruduka/,月～金,9：30～11：30,月～金　9：30～11：30,6台
1233,2.01404E+12,大平台わかくさ保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014041800091/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1233,2015/3/31 14:08,2014/4/18 14:27,西区,神久呂,ひろば,親子ひろば,加えない,神ケ谷町2042,"34.71395　,137.676105",053-485-9000,,,,,http://wakakusakai.net/ohiradaiwakakusa/,水,13：00～14：00（月1回～14：30）,水,10台
1234,2.01404E+12," 	わかくさ保育園",公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2014041800107/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1234,2015/3/31 14:08,2014/4/18 14:29,西区,入野,ひろば,親子ひろば,加えない,入野町920-1,"34.697708,137.69526",053-449-6666,,,,,,木,10：00～11：30,木,20台
1254,2.01503E+12,湖東白ゆりこども園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2015030600036/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1254,2021/4/19 13:33,2015/3/6 9:43,西区,和地,ひろば,親子ひろば,加えない,湖東町5826-1,"34.761252,137.685138",053-486-5301,,,,,http://www.syoueikai.jp/shirayuri/index.php,第2・4水,10：00～11：30,月～金　13：00～16：00,20台（駐車場の場所はお問い合わせください）
1255,2.01503E+12,くすのき保育園,公開中,https://www.hamamatsu-pippi.net/tsunagaru/h_hoikuen/2015030600043/,https://www.hamamatsu-pippi.net/_admin/child/c1/32/facilities/1255,2015/3/31 14:08,2015/3/6 9:44,浜北区,北浜,ひろば,親子ひろば,加えない,高畑897,"34.797281,137.79893",053-589-3340,,,,,http://minnano-mori.sakura.ne.jp/,火,9：30～11：00,火,20台
