name,title,division,category,calendar_state,place,lat,lng,tel,url,fax,add1,add2,add3,add4,add5,add6,add7,add8,add9,add10,addd11,add12,add13,add14,add15,add16,add18,add19,add20,add21,add22
2018040500068 ,太陽さぎのみやこども園,積志,認定こども園（幼稚園機能）,2,大瀬町752,34.7606765,137.7630729,053-432-5515,http://www.shafuku-wakabakai.or.jp,,園長名$$佐藤　朋子,認定こども園の種類$$幼保連携型,"連携施設$$太陽さぎのみやこども園（保育所機能）
https://www.hamamatsu-pippi.net/shiritai/kodomoen_ho/2017033100018/",教育標準時間$$午前9時～午後1時,"預かり保育（延長保育）$$あり（8時間・200日以上の要件を満たす）
------------
【実施日】
平日放課後、土曜日、長期休暇（夏・冬・春）
【時間帯】
午前7時～午前9時
午後1時～午後7時
【長期休業中の実施】
午前7時～午後6時
【利用料】
園にお問い合わせください
------------
新2・3号認定は預かり保育が無償化の対象となります
https://www.hamamatsu-pippi.net/docs/2019082600150/",受入年齢$$3歳児～就学前,休園日$$土・日・祝日、夏・冬・春休み,"利用定員$$15名
≪年齢別内訳≫
3歳児　5名
4歳児　5名
5歳児　5名",入所に必要な認定区分$$1号認定（満3歳以上）,入園料等$$なし,"保育料$$保育料（1号認定）
https://www.hamamatsu-pippi.net/docs/2015022500085/
※満3歳以上は幼児保育・保育無償化の対象です。","給食・お弁当$$持参弁当　月1回
給食（自園調理）週5回
アレルギー対応　可（要相談）
5,500円/月（うち副食費4,500円/月）
※給食費の無償化対象について
https://www.hamamatsu-pippi.net/docs/2019082600198/","その他の保護者負担額$$【毎月】
絵本代 保護者会費 
1,000～2,000円
【入園時】
園服 体操服 教材費 保険料","特色$$（1）当園全体　
・一人ひとりの発達過程を大切に見守りながら、0歳から就学前までの生活の場としての豊かな環境と、子どもたちと保育教諭との対話を通して生き生きとした自分大好きな自己肯定感、粘り強さや挑戦する気持ちなどの非認知能力の育成を目指す教育・保育。
・安心・安全を常に心がけた教育・保育。
・保護者とのコミュニケーションを重視し、保護者支援に心がける教育・保育。
・当園周辺の地元住民とのコミュニケーションを重視し、地元との関係を深め、地域で子どもを育てる意識を心がける教育・保育。
（2）0歳児、1歳児、2歳児
・保育教諭との1対1の関係を大切にして、一緒に活動していく体験をできるだけ多くする中で、保育教諭が大好きになり、安定した生活の場としていく保育。
・一人ひとりの発達の違いを大切にする活動の中で、基本的生活習慣の自立を促していく教育・保育。
・身体と心づくり　遊びを通して運動能力の基本とコミュニケーション能力の基礎を養うことを大切にとらえ、3歳児以降の成長発達の姿をしっかり見据えた教育・保育。
（3）3歳児、4歳児、5歳児
・いろいろな体験（遊び、活動）を通して、目的に向かって挑戦し粘り強く工夫して、最後までやり遂げる楽しさをできるだけたくさん経験していく教育・保育。
・静の活動と動の活動をバランスよく取り入れ、本物に触れ五感をフルに使った体験感を大切にして、小学校以降への成長につながる教育・保育。","方針$$0歳から就学前までの乳幼児期一人ひとりの発達の連続性を大切にした教育・保育を一体的に行います。これらの子どもたちの生涯を通じて「生きていく力」の根幹を育むために、
1.　知識・技能
（遊びや生活の中で、豊かな体験を通じて、何を感じたり何かに気づいたり、何が判ったり、何ができるようになるか）
2.　思考力・判断力・表現力等
（遊びや生活の中で気づいたこと、できるようになったことも使いながら、どう考えたり試したり、工夫したり表現したりするか）
3.　学びに向かう力、人間性等
（目標や意欲興味関心を持ち、粘り強く仲間と協調して取り組む力や姿勢が育つ中で、いかによりよい生活を営むか）
の3つの柱を基本とします。この基本の考えに基づいた、可能な限りの豊かな環境を整え、生涯持ち続けていたい“学びの基礎”を養い小学校生活へつながる心身の発達を助長させていくとともに、保護者に対する子育ての支援を行うことを目的とします。","保護者の活動$$PTA役員
その他",送迎方法$$保護者による個別送迎,駐車場$$あり（送迎時の利用）,"未就園児対象の行事$$入園説明会（9月頃）
園庭開放 （毎週木曜日）",,
2018040500082 ,若林こどもの園,可美,認定こども園（幼稚園機能）,2,若林町2658-1,34.693547,137.701757,053-401-3786,http://waka-kodomo.jp/,,園長名$$磯部 二美,認定こども園の種類$$幼保連携型,"連携施設$$若林こどもの園（保育所機能）
https://www.hamamatsu-pippi.net/shiritai/kodomoen_ho/2017033100032/",教育標準時間$$午前9時～午後1時,"預かり保育（延長保育）$$あり（8時間・200日以上の要件を満たす）
------------
【通常日】
午前7時～午前9時 / 午後1時～午後6時
30分300円
【夏・冬・春休み】
午前7時～午後6時
1時間300円
------------
新2・3号認定は預かり保育が無償化の対象となります
https://www.hamamatsu-pippi.net/docs/2019082600150/",受入年齢$$3歳児～就学前,休園日$$土・日・祝日、夏・冬・春休み,"利用定員$$9名
≪年齢別内訳≫
3歳児　3名
4歳児　3名
5歳児　3名",入所に必要な認定区分$$1号認定（満3歳以上）,入園料等$$なし,"保育料$$保育料（1号認定）
https://www.hamamatsu-pippi.net/docs/2015022500085/
※満3歳以上は幼児保育・保育無償化の対象です。","給食・お弁当$$給食（自園調理）週5回
アレルギー対応：要相談
給食費6,500円/月（うち、副食費4,500円/月）
※給食費の無償化対象について
https://www.hamamatsu-pippi.net/docs/2019082600198/","その他の保護者負担額$$【毎月】
施設費 教材費 
1,000～2,000円
【入園時】
園服 体操服 教材費 
【年間一括、その他】
保険料","特色$$小さなからだに独自の個性や能力を秘めて生まれてくる子どもたち。その個性や能力は、適切な時期に適切な指導、豊かな自然環境の下、保育・教育をすることですばらしい発達を見せるものです。人間にとって乳幼児期は、最も大切な時期に当たります。そして、ここに集団の教育の場としての当園の存在意義があります。
生まれながらの個性や能力を伸ばし、心身ともにたくましい人間として、未来にはばたけるように教育したい。また、当園は、好奇心や探究心いっぱいに友達や先生と共感し合える活動を進め、人間的な情緒やコミュニケーションの力を高めることを目指します。","方針$$教育方針
『顔の数だけ　個性がある』
教育目標
明るく　たくましく　賢く　感性豊かな子　の育成",保護者の活動$$その他,送迎方法$$保護者による個別送迎（車可）,駐車場$$あり（送迎時の利用）,未就園児対象の行事$$未就園児プレクラス（毎週火曜日 9:30～11:00実施 ひまわり広場）,,
2018041300025 ,半田山こもれび保育園,積志,企業主導型保育事業,2,半田山三丁目53-5,34.774203,137.736978,053-589-4646,https://www.komorebi-hoiku.net/,,設置者$$ユービーサポート（株）,園長(施設責任者）$$加藤 淳子,開所時間$$午前7時15分～午後6時15分,休園日$$年中無休,定員$$19人,地域枠$$あり,対象年齢$$産休明け～3歳,保育料$$施設にお問い合わせください,一時保育$$あり,病児保育$$なし,,,,,,,,,,,
2019042600039 ,聖隷こども園めぐみ,萩丘,認定こども園（幼稚園機能）,2,和合町555-1,34.742264,137.701493,053-401-1212,http://www.seirei.or.jp/nurseryschool/kodomoen-megumi/,,園長名$$冨永　裕美,認定こども園の種類$$幼保連携型,"連携施設$$聖隷こども園めぐみ（保育所機能）
https://www.hamamatsu-pippi.net/shiritai/kodomoen_ho/2017031700050/",教育標準時間$$午前9時～午後1時,"預かり保育（延長保育）$$あり（8時間・200日以上の要件を満たす）
------------
【実施日】
平日放課後、長期休業中（夏・冬・春）
【時間帯】
午前7時～午前9時
午後1時～午後6時
＜長期休業中＞
午前9時～午後1時
【利用料】
通常日：園にお問合せください。
長期休業中：1日500円 （午前9時～午後1時）
------------
新2・3号認定は預かり保育が無償化の対象となります
https://www.hamamatsu-pippi.net/docs/2019082600150/",受入年齢$$3歳児～就学前,休園日$$土・日・祝日、夏・冬・春休み,"利用定員$$6名
≪年齢別内訳≫
3歳児　2名
4歳児　2名
5歳児　2名",入所に必要な認定区分$$1号認定（満3歳以上）,"入園料等$$【入園手続き費用】
10,000円","保育料$$保育料（1号認定）
https://www.hamamatsu-pippi.net/docs/2015022500085/
※満3歳以上は幼児保育・保育無償化の対象です。","給食・お弁当$$給食（自園調理）週5回
アレルギー対応　可（要相談）
5,500円/月（うち副食費4,500円/月）
※給食費の無償化対象について
https://www.hamamatsu-pippi.net/docs/2019082600198/","その他の保護者負担額$$【毎月】
保護者会費 
～1,000円
【年間一括、その他】
 絵本代（希望者） 保育用品","特色$$・室内には3階まで続くネット遊具（こどもエレベーター）を始め、ボルダリング、吊遊具で身体を動かし遊ぶことができます 
・恵まれた豊かな自然環境の中で遊びや体験を通し、学びを深めていきます 
・自然な敷地を利用した外遊具や、三輪車で走るコースを設けています
・敷地内の施設の利用者（高齢者、障がい児者）との日常的な自然な交流ができることも、こどもたちの育ちにとってとても良い環境です","方針$$キリスト教の精神を基本理念とし、児童福祉法・児童憲章に則り、健康で安全･安心な乳幼児の保育･教育を目指します
・愛され、愛する心を知り、お互いが大切な存在であることを知る 
・一人ひとりの違いに気づき、お互いを認めながらともに主体的に生活する
・自己発揮できる環境で創造性を育てる 
・在園、地域の子育ての家庭が心豊かな子育てができるように支援する",保護者の活動$$PTA役員,送迎方法$$保護者による個別送迎,駐車場$$あり（送迎時の利用）,"未就園児対象の行事$$入園説明会（8～9月頃）
園庭開放（毎週 月～金曜日）",,
2018051600047 ,キッズハウスなかだ,長上,企業主導型保育事業,2,中田町315-5,34.734921,137.756157,053-424-8116,http://www.kidshouse-genkiyume.com/,,設置者$$（同）元気いっぱい夢いっぱい,園長(施設責任者）$$市原　マユミ,開所時間$$午前7時30分～午後6時30分,休園日$$日・祝日、年末年始,定員$$12人,地域枠$$あり,対象年齢$$生後6か月～2歳児,"保育料$$年齢・保育時間による
午前7時30分～午後6時30分（11時間利用）
0歳児 36,000円 / 1.2歳児 35,000円
----
午前8時30分～午後4時30分（8時間利用）
0歳児 31,000円 / 1.2歳児 30,000円
----
午前8時30分～午後2時30分/午前9時30分～午後3時30分（6時間利用）
0歳児 20,000円 / 1.2歳児 15,000円",一時保育$$あり（※要問い合わせ）,病児保育$$なし,,,,,,,,,,,
2021030300036 ,さわさわひろば,城北,子育て支援ひろば,2,広沢三丁目11-9,34.71206213,137.7184289,053-451-6558,https://sawasawa.hamamatsu-pippi.net/,,開催日$$月～土（月2回　第1・3日曜開催/翌月曜休み）,開催時間$$午前8時30分～午後0時30分、午後1時～5時,駐車場$$9台,"プラスサポート$$出張ひろば
妊婦支援
外国人支援（英語・スペイン語・フランス語）
多世代支援","出張ひろば詳細$$曳馬協働センター
火曜日
午前9時30分～午後14時30分",運営者$$認定NPO法人はままつ子育てネットワークぴっぴ,"今月のチラシ$$子育て支援ひろば今月のチラシ
https://www.hamamatsu-pippi.net/docs/2016062000030/#naka",,,,,,,,,,,,,,
2018061500016 ,ｎｉｎｏ保育園,江東,企業主導型保育事業,2,中島三丁目25-3,34.699889,137.74983,053-582-6100,https://ninohoikuenn.wixsite.com/ninohoikuenn,,設置者$$(株)milu,園長(施設責任者）$$鈴木　真也,"開所時間$$平日　午前7時～午後8時
土日祝　希望保育",休園日$$年中無休,定員$$18人,地域枠$$あり,対象年齢$$生後6か月～2歳児,保育料$$施設にお問い合わせください,一時保育$$あり,病児保育$$なし,,,,,,,,,,,
2018100600011 ,ティースエクセレント託児室,中央,認可外,2,松城町211-3,34.709923,137.724258,080-3640-0844,https://teeth-takuji.amebaownd.com,,備考$$一時預かりのみ実施,,,,,,,,,,,,,,,,,,,,
2018061500023 ,にこにこ保育園,曳馬,企業主導型保育事業,2,高林四丁目3-10,34.72813,137.733447,053-522-8787,http://niconico-hoikuen.kyorindo.co.jp/,,設置者$$株式会社杏林堂薬局グループホールディングス,"備考$$企業主導型保育事業 助成決定済
設置者：(株)杏林堂グループ・ホールディングス",園長(施設責任者）$$小松　和世,開所時間$$午前8時～午後7時,休園日$$日曜日・年末年始,定員$$12人,地域枠$$あり,対象年齢$$産休明け～3歳,保育料$$施設にお問い合わせください,一時保育$$あり,病児保育$$なし,,,,,,,,,,
2018090300045 ,出雲殿グループ保育園ちゅうおう,中央,企業主導型保育事業,2,中央一丁目16-9 1階,34.709308,137.735906,053-488-5611,,,設置者$$株式会社出雲殿,園長(施設責任者）$$三好　智美,開所時間$$午前7時30分～午後7時,休園日$$年中無休,定員$$19人,地域枠$$なし,対象年齢$$生後2か月～6歳,保育料$$施設にお問い合わせください,一時保育$$なし,病児保育$$なし,,,,,,,,,,,
2018090300069 ,ここみの森,中瀬,子育て支援ひろば,2,中瀬4486-1,34.814562,137.819372,080-3285-5533,http://kokominomori.hamazo.tv/,,開催日$$火～金（月4回 土曜または日曜開催/月1回木曜休み）,開催時間$$午前9時30分～正午、午後0時30分～午後3時,駐車場$$中瀬南部緑地会館の施設駐車場と共用,"プラスサポート$$出張ひろば
妊婦支援
発達支援
外国人支援（英語・中国語・タガログ語）
多世代支援
長期休暇支援","出張ひろば詳細$$内野台コミュニティ会館
月曜日
午前9時～正午、午後0時30分～午後2時30分",運営者$$一般社団法人ここみ,"今月のチラシ$$子育て支援ひろば今月のチラシ
https://www.hamamatsu-pippi.net/docs/2016062000030/#hamakita",,,,,,,,,,,,,,
2018091200023 ,ぬくもりのおうちママサポート保育　板屋町園,アクト,企業主導型保育事業,2,板屋町101-10　伊藤ビル1階,34.707929,137.733767,053-415-8821,https://www.nukumorinoouchi.com/school/itayamachi/,,設置者$$ぬくもりのおうち保育（株）,園長(施設責任者）$$竹内　みずき,"開所時間$$午前7時30分～午後6時30分
延長保育（午後6時30分～午後7時30分）",休園日$$日曜日・祝日・年末年始,定員$$19人,地域枠$$あり,対象年齢$$生後6か月～2歳児,保育料$$施設にお問い合わせください,一時保育$$あり,病児保育$$なし,,,,,,,,,,,
2018092800048 ,ひろば保育園　ほそじま,曳馬,企業主導型保育事業,2,細島町11-3,34.723575,137.751327,053-467-6789,http://hiroba-hoikuen.co.jp/,,設置者$$株式会社ひろば,園長(施設責任者）$$三浦 栄祐,開所時間$$午前7時30分～午後6時30分,休園日$$日曜・祝日・年末年始,定員$$12人,地域枠$$あり,対象年齢$$生後3か月～3歳児,保育料$$施設にお問い合わせください,一時保育$$あり,病児保育$$なし,,,,,,,,,,,
2018111500010 ,ハミングバード保育園,飯田,企業主導型保育事業,2,鶴見町447,34.707451,137.786295,053-425-8810,,,設置者$$株式会社エイトハンドレッド,園長(施設責任者）$$鈴木　敏史,"開所時間$$【平日】午前7時30分～午後6時30分
【土曜日】午前9時～午後5時",休園日$$日曜日・祝日・年末年始,定員$$12人,地域枠$$あり,対象年齢$$生後9か月～3歳,"保育料$$年齢・保育時間による（5時間～11時間で2時間刻みで設定）
・0歳児 28,000円～45,000円
・1歳児 26,000円～43,000円
・2歳児 21,000円～35,000円
消耗品費 2,000円/月
その他、保険料・入園準備品等",一時保育$$あり,病児保育$$なし,,,,,,,,,,,
2018112800010 ,浜松市防災学習センター,北,子どもと行ける公共施設,1,山下町192,34.718232,137.73034,053-474-8555,https://hamamatsu-bousai.entetsuassist-dms.com/,,,,,,,,,,,,,,,,,,,,,,
2019010700198 ,Papilles(パピーユ）保育園,曳馬,企業主導型保育事業,2,上島三丁目27−2,34.740537,137.747543,053-443-7755,https://les-papilles.co.jp/,,設置者$$株式会社Les Papilles,園長(施設責任者）$$赤堀　公彦,開所時間$$午前7時～午後8時,休園日$$日曜日・祝日・年末年始,定員$$12人,地域枠$$あり,対象年齢$$生後3か月～3歳,保育料$$施設にお問い合わせください,一時保育$$あり,病児保育$$なし,,,,,,,,,,,
2019031800013 ,浜名第二ビーバークラブ,浜名,放課後児童会,2,小松1450,34.789644,137.768952,053-585-8688,,,指定小学校$$浜名小学校,開設場所$$浜名小学校専用施設,定員$$40,"開設時間$$【平日】正午～午後6時30分
【土曜】午前8時～午後6時30分
【長期】午前8時～午後6時30分","費用$$【会費】1～3年生8,000円　4～6年生6,000円
【おやつ代】2,000円",,,,,,,,,,,,,,,,
2019032100105 ,浜名第三ビーバークラブ,浜名,放課後児童会,2,小松1450,34.789644,137.768952,053-585-8689,,,指定小学校$$浜名小学校,開設場所$$浜名小学校専用施設,定員$$40,"開設時間$$【平日】正午～午後6時30分
【土曜】午前8時～午後6時30分
【長期】午前8時～午後6時30分","費用$$【会費】1～3年生8,000円　4～6年生6,000円
【おやつ代】2,000円",,,,,,,,,,,,,,,,
2019032100112 ,第二パンサークラブ,中瀬,放課後児童会,2,中瀬3648-1,34.823914,137.810756,053-588-0780,,,指定小学校$$中瀬小学校,開設場所$$中瀬小学校専用施設,定員$$40,"開設時間$$【平日】正午～午後6時30分
【土曜】午前8時～午後6時30分
【長期】午前8時～午後6時30分","費用$$【会費】1～3年生8,000円　4～6年生6,000円
【おやつ代】2,000円",,,,,,,,,,,,,,,,
2019032100129 ,第1赤佐タイガークラブ,赤佐,放課後児童会,2,於呂2790,34.837547,137.797167,053-588-0085,,,指定小学校$$赤佐小学校,開設場所$$赤佐小学校専用施設,定員$$40,"開設時間$$【平日】正午～午後6時30分
【土曜】午前8時～午後6時30分
【長期】午前8時～午後6時30分","費用$$【会費】1～3年生8,000円　4～6年生6,000円
【おやつ代】2,000円",,,,,,,,,,,,,,,,
2019032100136 ,第2赤佐タイガークラブ,赤佐,放課後児童会,2,於呂2790,34.837547,137.797167,053-588-0087,,,指定小学校$$赤佐小学校,開設場所$$赤佐小学校専用施設,定員$$40,"開設時間$$【平日】正午～午後6時30分
【土曜】午前8時～午後6時30分
【長期】午前8時～午後6時30分","費用$$【会費】1～3年生8,000円　4～6年生6,000円
【おやつ代】2,000円",,,,,,,,,,,,,,,,
2019032100143 ,みずほ第3,萩丘,放課後児童会,2,高丘西三丁目52-12　3F,34.762955,137.697638,090-5102-6832,,,指定小学校$$瑞穂小学校,開設場所$$高丘ビル,定員$$50,"開設時間$$【平日】午後1時～午後6時
【長期】午前8時～午後6時
※土曜日は合同開設で実施","費用$$【会費】3,500円
【おやつ代】800円",,,,,,,,,,,,,,,,
2019032100150 ,こりす第2,富塚,放課後児童会,2,富塚町3541,34.728647,137.699664,080-5135-5008,,,指定小学校$$富塚西小学校,開設場所$$富塚西小学校余裕教室,定員$$40,"開設時間$$【平日】午後1時～午後6時
【長期】午前8時～午後6時
※土曜日は合同開設で実施","費用$$【会費】2,500円
【おやつ代】1,500円",,,,,,,,,,,,,,,,
2019032500028 ,そらいろのおうち,長上,小規模保育事業,2,上石田町1558-1,34.749099,137.782964,053-401-7715,http://sorairo-ho.jp/ouchi/,,園長名（施設責任者）$$鈴木　昭演,保育標準時間$$午前7時～午後6時,保育短時間$$午前8時～午後4時,"延長保育$$【保育短時間での利用者】
午前7時～午後8時
午後4時～午後6時
【利用料】
お問い合わせください",預かり保育$$なし,休園日$$日曜、祝日、年末年始,"定員$$12名
≪年齢別内訳≫
0歳児　4名
1歳児　4名
2歳児　4名",対象年齢$$０歳（6か月）から２歳児,入所に必要な認定区分$$3号認定（満3歳未満）,"保育料$$保育料（2号・3号認定）
https://www.hamamatsu-pippi.net/docs/2015021900114/","保育料以外の保護者負担$$【年間一括、その他】
教材費 絵本代 保険料 園服・体操服（2歳児より）",特色$$自然環境に恵まれた地域でのびのびと遊びます。,"方針$$「顔の数だけ個性がある」
子ども一人ひとりの個性を受け止め、子どもたちがのびやかに、成長していけるような保育を目指しています。","連携施設$$そらいろこども園（保育所機能）
https://www.hamamatsu-pippi.net/shiritai/nin_shiritsu/2016020500169/",,,,,,,
2019032500035 ,聖隷のあ保育園,アクト,小規模保育事業,2,常盤町144-6常盤町レジデンス1F,34.709547,137.732714,053-488-5533,http://www.seirei.or.jp/nurseryschool/,,園長名（施設責任者）$$石川綾乃,保育標準時間$$午前7時～午後6時,保育短時間$$午前8時30分～午後4時30分,"延長保育$$【保育標準時間での利用者】
午後6時～午後7時
【保育短時間での利用者】
午前7時～午前8時30分
午後4時30分～午後7時
【利用料】
お問い合わせください",預かり保育$$なし,休園日$$日曜、祝日、年末年始,"定員$$19名
≪年齢別内訳≫
0歳児　6名
1歳児　6名
2歳児　7名",対象年齢$$0歳（産休明け）から2歳児,入所に必要な認定区分$$3号認定（満3歳未満）,"保育料$$保育料（2号・3号認定）
https://www.hamamatsu-pippi.net/docs/2015021900114/","保育料以外の保護者負担$$【毎月】
レンタル布団代 おむつ代（希望者）絵本代（希望者）
～4,000円
【入園時】
保育用品 
500円程度
【年間一括、その他】
写真代
500円程度",特色$$キリスト教を基本理念として、児童福祉法、児童憲章、保育所保育指針にのっとり、乳幼児の養護、教育を行います。,"方針$$・子どもたち一人一人が愛されて愛する心を知り、お互いが大切な存在であることを知る。
・在園、地域の子育て家庭が、心豊かな環境で子育てができるよう支援する","連携施設$$聖隷こども園ひかりの子（保育所機能）
https://www.hamamatsu-pippi.net/shiritai/kodomoen_ho/2014021908021/",,,,,,,
2019032500042 ,ぬくもりのおうち保育砂山町園,駅南,小規模保育事業,2,砂山町1091　キャトルセゾン1F,34.700606,137.734594,053-543-7400,https://www.nukumorinoouchi.com/school/sunayamacho/,,園長名（施設責任者）$$花井　直美,保育標準時間$$午前7時30分～午後6時30分,保育短時間$$午前9時～午後5時,"延長保育$$【保育標準時間での利用者】
午後6時30分～午後7時30分
【保育短時間での利用者】
午前7時30分～午前8時59分
午後5時～午後6時30分
【利用料】
お問い合わせください。",預かり保育$$なし,休園日$$日曜、祝日、年末年始,"定員$$12名
≪年齢別内訳≫
0歳児　2名
1歳児　4名
2歳児　6名",対象年齢$$0歳（6か月）から2歳児,入所に必要な認定区分$$3号認定（満3歳未満）,"保育料$$保育料（2号・3号認定）
https://www.hamamatsu-pippi.net/docs/2015021900114/","保育料以外の保護者負担$$【毎月】　なし
【随時】　なし","特色$$一人一人に合った目標設定、カリキュラム。
日本の食文化を生かしたこだわりの食事・食育","方針$$1.子どもの思いを受け止める保育
2.一人一人の子どもの発達状況に応じた保育
3.異年齢同士のかかわりを大切にする保育
4.一人一人の子どもや保護者を大切にする保育
5.子どもと共に楽しみを感じられる保育
6.子どもの成長を信じて待つ保育","連携施設$$ずだじこども園（幼稚園機能）
https://www.hamamatsu-pippi.net/shiritai/kodomoen_yo/2014021909998/",,,,,,,
2019032500059 ,ぬくもりのおうち保育西ケ崎園,積志,小規模保育事業,2,西ケ崎町757-1,34.775748,137.771349,053-544-9001,https://www.nukumorinoouchi.com/school/nishigasaki/,,園長名（施設責任者）$$山下　裕美香,保育標準時間$$午前7時30分～午後6時30分,保育短時間$$午前9時～午後5時,"延長保育$$【保育標準時間での利用者】
午後6時30分～午後7時30分
【保育短時間での利用者】
午前7時30分～午前9時
午後5時～午後6時30分
【利用料】
お問い合わせください。",預かり保育$$なし,休園日$$日曜、祝日、年末年始,"定員$$12名
≪年齢別内訳≫
0歳児　4名
1歳児　4名
2歳児　4名",対象年齢$$0歳（6か月）から2歳児,入所に必要な認定区分$$3号認定（満3歳未満）,"保育料$$保育料（2号・3号認定）
https://www.hamamatsu-pippi.net/docs/2015021900114/","保育料以外の保護者負担$$【毎月】　なし
【随時】　なし","特色$$一人一人に合った目標設定、カリキュラム。
日本の食文化を生かしたこだわりの食事・食育","方針$$1.子どもの思いを受け止める保育
2.一人一人の子どもの発達状況に応じた保育
3.異年齢同士のかかわりを大切にする保育
4.一人一人の子どもや保護者を大切にする保育
5.子どもと共に楽しみを感じられる保育
6.子どもの成長を信じて待つ保育","連携施設$$若宮こども園（保育所機能）
https://www.hamamatsu-pippi.net/shiritai/nin_shiritsu/2014021908076/",,,,,,,
2019032700022 ,音の森こども園,富塚,認定こども園（保育所機能）,2,富塚町3657-１,34.729238,137.696415,053-488-5116,https://otonomori-kodomoen.jp/,,園長名$$春日　由美子,認定こども園の種類$$幼保連携型,"連携施設$$音の森こども園（幼稚園機能）
https://www.hamamatsu-pippi.net/shiritai/kodomoen_yo/2021032500021/","開所時間$$【平日】午前7時～午後7時
【土曜】午前7時～午後6時",保育標準時間$$午前7時～午後6時,保育短時間$$午前8時～午後4時,"延長保育$$【保育標準時間での利用者】
午後6時～午後7時
【保育短時間での利用者】
午前7時～午前8時
午後4時～午後7時
【利用料】
お問い合わせください。",預かり保育$$あり,休園日$$日曜、祝日、年末年始,"利用定員$$80名
≪年齢別内訳≫
0歳児　10名
1歳児　14名
2歳児　14名
3歳児　14名
4歳児　14名
5歳児　14名",対象年齢$$産休明け～小学校就学前まで,入所に必要な認定区分$$2号認定（満3歳以上）、3号認定（満3歳未満）,"保育料$$保育料（2号・3号認定）
https://www.hamamatsu-pippi.net/docs/2015021900114/
※満3歳以上は幼児保育・保育無償化の対象です。","給食費（3歳児以上）$$6,000円/月（うち副食費5,000円/月）","その他の保護者負担額$$【年間一括、その他】
絵本代 保険料  園服 体操服 教材費","特色$$・音の森こども園は、子ども・保護者・私たち職員にとって、毎日過ごす大きなお家です。いっぱいお話しながら、みんなで一緒に子育てをしていきましょう。 
・「今日は何して遊ぼうかな？」大好きな遊びから子どもたちの興味・関心は生まれてきます。こども園での環境を通して「自分でやりたい気持ち」を育みます。 
・遊びから学べる環境づくりに取り組みます。 
・園庭や戸外で自然環境とふれあいながら、四季折々の世界を身近に感じ、子どもの感性を育みます。 
・「卒園してもING」卒園してもず～っと一緒！子どもたちの未来を温かく見守っていきたい・・・そんな温もりのある園を目指します。","方針$$「ゆっくり　のびのび　大きくなぁれ！」 
しっかり目を見て「聞く」「話す」 
「ありがとう」素直に言えるやさしい心を育てます 
・自然に挨拶できる子 
・自分の思いを自分の言葉で表現する子 
・自分で考え行動できる子 
・やさしさ思いやりのある子",,,,
2019032700039 ,風の子こども園,浜名,認定こども園（保育所機能）,2,平口1973,34.794663,137.76846,053-544-4150,http://kazenoko-kodomoen.com,,園長名$$村松　貴代子,認定こども園の種類$$幼保連携型,"連携施設$$風の子こども園（幼稚園機能）
https://www.hamamatsu-pippi.net/shiritai/kodomoen_yo/2020040300029/",開所時間$$午前7時15分～午後7時15分,保育標準時間$$午前7時15分～午後6時15分,保育短時間$$午前8時30分～午後4時30分,"延長保育$$【保育標準時間での利用者】
午後6時15分～午後7時15分
【保育短時間での利用者】
午前7時15分～午前8時30分
午後4時30分～午後6時30分
【利用料】
0、1歳：30分300円
2歳児以上：30分200円",預かり保育$$あり,休園日$$日曜、祝日、年末年始,"利用定員$$120名 
≪年齢別内訳≫ 
0歳児12名
1歳児15名
2歳児18名
3歳児25名
4歳児25名
5歳児25名",対象年齢$$産休明け～小学校就学前まで,入所に必要な認定区分$$2号認定（満3歳以上）、3号認定（満3歳未満）,"保育料$$保育料（2号・3号認定）
https://www.hamamatsu-pippi.net/docs/2015021900114/
※満3歳以上は幼児保育・保育無償化の対象です。","給食費（3歳児以上）$$6,500円/月（うち副食費5,500円/月）","その他の保護者負担額$$【入園時】 
日用品費、教材費等
【毎月】　
保護者会費500円
【年間一括、その他】
保険料 行事費","特色$$【緑いっぱいの園庭と広々とした運動場】
芝生の園庭と広い運動場には砂場や泥んこ山なども設置。木々に囲まれた環境の下、思いっきり体を動かす爽快感や夢中になって遊ぶ楽しさを味わう。
【広々とした図書室の設置】
冊数の充実を図り、ゆったりとした空間の中で、本をじっくり楽しむ時間を大切にし、絵本の好きな子を育てる。読み聞かせやストーリーテリングの場としても幅広く活用する。
【関連法人との交流】
隣接する介護老人保健施設や介護付き有料老人ホームに入居しているお年寄りとの交流を通し、様々な人とふれあう楽しさや思いやりの心を育む。","方針$$・子どもが主体となり自発的・意欲的に取り組み、ひとり一人がのびのびと自己発揮できる保育を目指す。 
・発達の道筋やつまずきを明確にしながら、ひとり一人の個性を尊重し、確かな育ちを導く保育に努める。 
・皆で子どもの成長を喜び、見守っていくという考えを共有し、職員ひとり一人が責任と自覚を持ち、専門性と資質向上、子育て支援の充実に努める。",,,,
